"","Title","LCCN","Start_Date","End_Date","Town","State"
"314","La sentinella = The sentinel.","sn84020351",1920-04-17,1930-12-27,"Bridgeport","Connecticut"
"315","The Stamford American.","sn93053856",1906-10-11,1906-10-11,"Stamford","Connecticut"
"316","Tolland County press.","sn84022401",1883-01-18,1883-03-29,"Stafford Springs","Connecticut"
"317","La tribuna del Connecticut.","sn92051386",1906-03-03,1908-12-09,"Bridgeport","Connecticut"
"318","Waterbury Democrat.","2016270502",1895-09-02,1897-11-06,"Waterbury","Connecticut"
"319","Waterbury Democrat.","sn93053725",1900-10-20,1903-02-28,"Waterbury","Connecticut"
"320","Waterbury evening Democrat.","2016270503",1897-11-08,1900-10-19,"Waterbury","Connecticut"
"321","Waterbury evening Democrat.","sn94053256",1887-12-05,1895-08-31,"Waterbury","Connecticut"
"322","Waterbury evening Democrat.","sn93053726",1903-03-02,1908-12-31,"Waterbury","Connecticut"
"323","The weekly examiner.","sn92051407",1890-10-11,1901-08-31,"Hartford","Connecticut"
"324","Workmen's advocate.","sn90065027",1883-09-08,1891-03-28,"New Haven","Connecticut"
"325","The advance.","sn86058063",1900-09-22,1900-09-22,"Wilmington","Delaware"
"326","The advertiser.","2017270501",1879-11-22,1879-12-20,"Wilmington","Delaware"
"327","The advertiser.","sn88053127",1879-11-22,1880-01-17,"Wilmington","Delaware"
"328","American watchman.","sn82014895",1822-01-11,1822-03-12,"Wilmington","Delaware"
"329","Blue hen's chicken and commonwealth.","sn88053048",1862-05-21,1862-10-01,"Wilmington","Delaware"
"330","Blue hen's chicken.","sn85038076",1848-10-27,1854-07-28,"Wilmington","Delaware"
"331","Blue hens chicken & Delaware Democratic Whig.","sn84038110",1845-11-21,1847-03-05,"Wilmington","Delaware"
"332","Business index.","sn88053076",1876-05-24,1876-08-05,"Wilmington","Delaware"
"333","The Clayton call.","sn88053060",1897-07-06,1897-07-06,"Clayton","Delaware"
"334","Clayton herald.","sn88053070",1867-08-17,1869-07-31,"Clayton","Delaware"
"335","The commonwealth.","sn88053049",1858-08-14,1863-09-30,"Wilmington","Delaware"
"336","Daily enterprise.","sn88053078",1858-04-03,1858-04-23,"Wilmington","Delaware"
"337","The daily gazette.","sn82014805",1874-08-21,1883-12-07,"Wilmington","Delaware"
"338","Daily Republican.","sn84038114",1874-07-27,1890-06-30,"Wilmington","Delaware"
"339","The daily Republican.","sn88053056",1902-10-04,1903-05-20,"Wilmington","Delaware"
"340","The Delaware abolitionist.","sn88053129",1848-01-01,1848-12-31,"Wilmington","Delaware"
"341","Delaware advertiser & star.","sn88053023",1832-07-05,1832-07-05,"Wilmington","Delaware"
"342","Delaware advertiser and farmer's journal.","sn87062239",1829-03-12,1831-10-20,"Wilmington","Delaware"
"343","The Delaware City news.","sn88053083",1887-07-09,1889-04-11,"Delaware City","Delaware"
"344","Delaware City press.","sn88053066",1913-02-28,1913-12-12,"Delaware City","Delaware"
"345","Delaware Democrat.","sn88053050",1857-08-29,1857-10-17,"Wilmington","Delaware"
"346","The Delaware Democrat.","sn88053072",1882-09-23,1882-09-23,"Georgetown","Delaware"
"347","The Delaware farm and home.","sn88053137",1886-03-11,1895-08-22,"Wilmington","Delaware"
"348","Delaware gazette and American watchman.","sn82014936",1830-06-04,1833-01-11,"Wilmington","Delaware"
"349","Delaware gazette and peninsula advertiser.","sn82014384",1817-05-24,1818-12-30,"Wilmington","Delaware"
"350","Delaware gazette and state journal.","sn88053046",1883-12-13,1902-12-25,"Wilmington","Delaware"
"351","The Delaware gazette.","sn82014385",1809-07-08,1810-06-06,"Wilmington","Delaware"
"352","Delaware gazette.","sn82014937",1839-03-26,1874-11-13,"Wilmington","Delaware"
"353","The Delaware herald.","sn88053068",1851-05-28,1851-05-28,"Smyrna","Delaware"
"354","Delaware inquirer.","sn88053053",1859-05-07,1863-02-14,"Wilmington","Delaware"
"355","Delaware journal.","sn83025530",1827-04-27,1829-04-17,"Wilmington","Delaware"
"356","The Delaware leader.","sn88053085",1920-05-08,1920-05-08,"Laurel","Delaware"
"357","The Delaware ledger.","sn88053022",1883-08-04,1889-04-06,"Newark","Delaware"
"358","Delaware patriot & American watchman.","sn82014393",1828-01-18,1828-12-05,"Wilmington","Delaware"
"359","The Delaware register, or, Farmers', manufacturers' & mechanics' advocate.","sn84020593",1828-11-01,1829-10-24,"Wilmington","Delaware"
"360","Delaware Republican, and farmers', manufacturers' and mechanics' advocate.","sn82014718",1841-10-08,1842-07-22,"Wilmington","Delaware"
"361","Delaware Republican.","sn87062253",1843-02-24,1874-06-29,"Wilmington","Delaware"
"362","Delaware State journal and statesman.","sn84038112",1857-08-28,1870-04-19,"Wilmington","Delaware"
"363","Delaware State journal, advertiser and star.","sn85042477",1833-05-17,1833-09-27,"Wilmington","Delaware"
"364","Delaware state journal.","sn84026836",1870-07-01,1883-12-06,"Wilmington","Delaware"
"365","Delaware State reporter.","sn84020428",1853-04-26,1858-09-24,"Dover","Delaware"
"366","Delaware straight-out truth teller.","sn88053093",1872-10-01,1872-10-01,"Wilmington","Delaware"
"367","Delaware tribune, and the Delaware state journal.","sn88053082",1877-06-14,1877-10-18,"Wilmington","Delaware"
"368","Delaware tribune.","sn84026822",1867-01-03,1876-04-27,"Wilmington","Delaware"
"369","Delaware weekly advertiser and farmer's journal.","sn84020426",1828-05-01,1828-05-01,"Wilmington","Delaware"
"370","Delaware weekly Republican.","sn84020401",1847-04-30,1884-07-31,"Wilmington","Delaware"
"371","The Delawarean, and farmers' and mechanics' advertiser.","sn88053075",1836-12-17,1836-12-17,"Wilmington","Delaware"
"372","The Delawarean.","sn84020427",1900-04-11,1901-02-13,"Dover","Delaware"
"373","The Delmar news.","sn88053158",1904-05-20,1904-05-20,"Delmar","Delaware"
"374","The Diamond state.","sn88053041",1855-07-20,1857-02-06,"Milford","Delaware"
"375","The Dover argus and Delaware advertiser.","sn88053157",1804-10-24,1804-10-24,"Dover","Delaware"
"376","The Dover herald.","sn88053159",1800-01-16,1800-01-16,"Dover","Delaware"
"377","Evening journal.","sn85042354",1888-05-21,1923-02-17,"Wilmington","Delaware"
"378","The evening Republican.","sn88053043",1902-04-09,1902-10-03,"Wilmington","Delaware"
"379","Every evening, Wilmington daily commercial.","sn87062237",1906-01-01,1923-01-13,"Wilmington","Delaware"
"380","The Faulkland quiz.","sn88053067",1892-06-25,1892-06-25,"Faulkland","Delaware"
"381","Grimshaw's messenger.","sn88053097",1858-04-01,1858-04-01,"Wilmington","Delaware"
"382","The herald.","sn88053095",1870-08-06,1871-08-05,"Smyrna","Delaware"
"383","Holiday journal.","sn88053077",1879-11-26,1879-12-31,"Wilmington","Delaware"
"384","Holly Oak journal.","sn88053090",1889-02-01,1889-02-01,"Holly Oak","Delaware"
"385","Independent Delawarian.","sn88053133",1848-11-29,1848-11-29,"Wilmington","Delaware"
"386","The Messenger.","sn84020404",1858-12-30,1864-03-16,"Georgetown","Delaware"
"387","Middletown transcript.","sn84026820",1868-01-04,1922-12-30,"Middletown","Delaware"
"388","Milford beacon.","sn88053084",1854-04-07,1854-04-07,"Milford","Delaware"
"389","Mirror of the times & general advertiser.","sn84020402",1804-02-25,1804-02-29,"Wilmington","Delaware"
"390","The monitor & Wilmington repository.","sn84020424",1800-09-20,1801-05-23,"Wilmington","Delaware"
"391","The monitor, or, Delaware Federalist.","sn84038116",1801-08-08,1801-11-16,"Wilmington","Delaware"
"392","The Morning herald.","sn84038119",1875-08-23,1879-06-19,"Wilmington","Delaware"
"393","The Museum of Delaware & general advertiser.","sn84020429",1809-06-24,1809-06-24,"Wilmington","Delaware"
"394","The museum of Delaware.","sn84038113",1804-11-10,1804-11-10,"Wilmington","Delaware"
"395","The new era.","sn88053061",1890-08-28,1890-08-28,"Middletown","Delaware"
"396","The Newark ledger.","sn88053044",1880-08-07,1880-08-07,"Newark","Delaware"
"397","Newark post.","sn88053005",1910-01-26,1922-12-20,"Newark","Delaware"
"398","Newport enterprise.","sn88053073",1889-03-02,1889-03-02,"Newport","Delaware"
"399","The Odessa herald.","sn88053062",1888-11-03,1891-05-02,"Odessa","Delaware"
"400","The Odessa leader.","sn88053126",1892-09-21,1892-09-21,"Odessa","Delaware"
"401","Peninsular news and advertiser.","sn84026832",1872-09-27,1877-06-29,"Milford","Delaware"
"402","Saturday visitor.","sn88053039",1876-02-12,1876-02-12,"Newark","Delaware"
"403","The Smyrna call.","sn88053031",1901-10-08,1901-10-08,"Smyrna","Delaware"
"404","The Smyrna telegraph.","sn88053064",1850-01-03,1850-03-28,"Smyrna","Delaware"
"405","The Society news.","sn88053091",1883-10-13,1883-12-15,"Wilmington","Delaware"
"406","The statesman & blue hen's chicken.","sn88053047",1854-11-11,1854-11-11,"Wilmington","Delaware"
"407","The sun.","sn88053087",1897-10-25,1901-12-31,"Wilmington","Delaware"
"408","The Sunday critic.","sn88053089",1883-12-16,1883-12-16,"Wilmington","Delaware"
"409","The Sunday mirror.","sn88053051",1880-07-25,1880-07-25,"Wilmington","Delaware"
"410","The Sussex Countian and Laurel gazette.","sn88053065",1896-10-24,1896-10-24,"Laurel","Delaware"
"411","The Sussex gazette.","sn88053059",1838-09-14,1838-09-14,"Georgetown","Delaware"
"412","The Sussex Republican.","sn88053058",1894-11-10,1911-12-09,"Georgetown","Delaware"
"413","The Union Republican.","sn88053088",1904-10-21,1904-12-02,"Georgetown","Delaware"
"414","The Union.","sn84038105",1863-09-11,1864-09-02,"Georgetown","Delaware"
"415","Weekly Delaware State journal and statesman.","sn88053132",1861-01-11,1869-02-05,"Wilmington","Delaware"
"416","Weekly Delaware State journal, statesman and blue hen's chicken.","sn89099200",1857-08-28,1857-08-28,"Wilmington","Delaware"
"417","Weekly post.","2017270502",1889-11-09,1889-11-09,"Wilmington","Delaware"
"418","The weekly times.","sn88053052",1886-10-16,1887-03-19,"Wilmington","Delaware"
"419","Wilmington argus.","sn88053054",1880-01-14,1880-01-14,"Wilmington","Delaware"
"420","Wilmington daily commercial.","sn84020594",1872-01-01,1876-12-30,"Wilmington","Delaware"
"421","Wilmington daily gazette.","sn84026837",1872-04-02,1874-08-20,"Wilmington","Delaware"
"422","The Wilmington daily Republican.","sn88053055",1890-12-26,1902-04-08,"Wilmington","Delaware"
"423","The Wilmington Democrat.","sn88053040",1901-01-12,1901-01-12,"Wilmington","Delaware"
"424","Wilmington expositor.","sn88053122",1831-08-26,1832-07-06,"Wilmington","Delaware"
"425","Wilmington lokal-anzeiger und Wilmington freie presse.","sn88053071",1914-05-16,1914-05-16,"Wilmington","Delaware"
"426","The Wilmington mercury.","sn88053099",1798-09-18,1798-10-30,"Wilmington","Delaware"
"427","The Wilmingtonian, and Delaware advertiser.","sn85042523",1825-11-10,1827-09-13,"Wilmington","Delaware"
"428","The Wilmingtonian, and Delaware register.","sn88053080",1824-05-20,1825-11-03,"Wilmington","Delaware"
"429","The Wilmingtonian.","sn88053098",1882-04-22,1888-09-08,"Wilmington","Delaware"
"430","The Wilmingtonian.","sn88053079",1823-06-26,1824-05-13,"Wilmington","Delaware"
"433","American telegraph.","sn82014594",1851-03-24,1851-12-20,"Washington City","District of Columbia"
"434","The American.","sn82014015",1857-07-31,1857-12-31,"Washington City","District of Columbia"
"435","The bee.","sn84025890",1882-06-10,1884-07-26,"Washington City","District of Columbia"
"436","The colored American.","sn83027091",1899-11-25,1904-11-12,"Washington City","District of Columbia"
"437","The Columbian fountain.","sn82014769",1845-11-04,1846-11-13,"Washington City","District of Columbia"
"438","The Critic and record.","sn87062228",1891-03-26,1891-05-14,"Washington City","District of Columbia"
"439","The critic.","sn2008058171",1890-12-13,1891-03-25,"Washington City","District of Columbia"
"441","Daily American organ.","sn85042002",1854-11-13,1856-11-14,"Washington City","District of Columbia"
"442","Daily American telegraph.","sn82014593",1851-12-22,1852-11-18,"Washington City","District of Columbia"
"443","Daily critic.","sn82014402",1880-05-22,1881-06-11,"Washington City","District of Columbia"
"444","The daily critic.","sn2008058170",1890-05-26,1890-12-12,"Washington City","District of Columbia"
"445","Daily evening star.","sn83045461",1852-12-16,1854-10-07,"Washington City","District of Columbia"
"446","The daily Madisonian.","sn84020074",1841-12-15,1845-04-29,"Washington City","District of Columbia"
"447","Daily national era.","sn86053546",1854-01-02,1854-08-05,"Washington City","District of Columbia"
"448","Daily national Republican.","sn86053572",1870-01-14,1872-11-25,"Washington City","District of Columbia"
"449","Daily national Republican.","sn86053570",1862-11-10,1866-03-31,"Washington City","District of Columbia"
"450","The daily national Whig.","sn82014405",1847-08-09,1849-06-20,"Washington City","District of Columbia"
"451","The daily republic.","sn82014166",1853-07-06,1853-08-27,"Washington City","District of Columbia"
"452","The daily union.","sn82003410",1845-05-01,1857-04-15,"Washington City","District of Columbia"
"453","The Evening critic.","sn82014424",1881-06-13,1885-05-06,"Washington City","District of Columbia"
"454","The Evening post.","sn82000195",1888-10-15,1889-01-05,"Washington City","District of Columbia"
"455","Evening star.","sn83045462",1854-10-09,1952-03-03,"Washington City","District of Columbia"
"456","The evening times.","sn84024441",1895-08-05,1902-11-29,"Washington City","District of Columbia"
"457","The hatchet.","sn82014159",1900-04-29,1900-09-16,"Washington City","District of Columbia"
"458","The Madisonian.","sn82014039",1839-02-02,1841-12-04,"Washington City","District of Columbia"
"459","The Madisonian.","sn82015015",1837-08-16,1845-03-25,"Washington City","District of Columbia"
"460","The morning times.","sn84024442",1895-07-04,1897-03-11,"Washington City","District of Columbia"
"461","The national era.","sn84026752",1850-01-03,1860-03-15,"Washington City","District of Columbia"
"462","The national forum.","sn82015056",1910-05-28,1910-11-12,"Washington City","District of Columbia"
"463","The national intelligencer and Washington advertiser.","sn83045242",1800-10-31,1809-12-29,"Washington City","District of Columbia"
"464","The National Republican.","sn82015130",1885-11-17,1885-11-17,"Washington City","District of Columbia"
"465","National Republican.","sn86053573",1872-11-26,1888-06-11,"Washington City","District of Columbia"
"466","The national Republican.","sn86053571",1866-04-02,1870-01-13,"Washington City","District of Columbia"
"467","The national Republican.","sn82014760",1860-11-26,1862-11-08,"Washington City","District of Columbia"
"468","The National tribune.","sn82016187",1877-10-01,1911-04-27,"Washington City","District of Columbia"
"469","The national whig.","sn82003399",1847-04-07,1847-08-07,"Washington City","District of Columbia"
"470","The native American.","sn86053569",1837-08-10,1840-11-28,"Washington City","District of Columbia"
"471","New era.","sn84024437",1870-01-13,1870-09-01,"Washington City","District of Columbia"
"472","New national era.","sn84026753",1870-09-08,1874-10-22,"Washington City","District of Columbia"
"473","The republic.","sn82014434",1849-06-13,1853-06-30,"Washington City","District of Columbia"
"474","The southern press.","sn82014763",1850-06-25,1852-08-14,"Washington City","District of Columbia"
"475","The southern press.","sn82014764",1850-06-18,1852-08-09,"Washington City","District of Columbia"
"476","The suburban citizen.","sn82016357",1900-01-06,1902-12-27,"Washington City","District of Columbia"
"477","The Sunday globe.","sn82016351",1901-05-05,1901-08-11,"Washington City","District of Columbia"
"478","The Sunday herald and weekly national intelligencer.","sn82016373",1887-02-06,1891-12-27,"Washington City","District of Columbia"
"479","The Sunday herald.","sn85042682",1879-09-14,1887-01-30,"Washington City","District of Columbia"
"480","Sunday morning globe.","sn82016352",1901-08-18,1901-12-15,"Washington City","District of Columbia"
"481","Sunday Washington globe.","sn82016353",1901-12-22,1902-06-29,"Washington City","District of Columbia"
"482","The times.","sn85054468",1897-03-12,1901-06-29,"Washington City","District of Columbia"
"483","The Washington bee.","sn84025891",1886-05-29,1912-03-30,"Washington City","District of Columbia"
"484","The Washington critic.","sn82000205",1885-05-07,1888-10-13,"Washington City","District of Columbia"
"485","The Washington critic.","sn2008058169",1890-01-27,1890-05-24,"Washington City","District of Columbia"
"486","The Washington critic.","sn82000189",1889-01-07,1889-07-03,"Washington City","District of Columbia"
"487","The Washington herald.","sn83045433",1906-10-08,1922-12-30,"Washington City","District of Columbia"
"488","Washington sentinel.","sn82016354",1898-01-01,1901-06-29,"Washington City","District of Columbia"
"489","Washington sentinel.","sn84020104",1853-09-24,1855-03-25,"Washington City","District of Columbia"
"490","Washington sentinel.","sn82014835",1855-03-27,1856-08-19,"Washington City","District of Columbia"
"491","The Washington times.","sn84026749",1902-12-01,1922-12-31,"Washington City","District of Columbia"
"492","The Washington times.","sn87062244",1894-03-18,1895-07-03,"Washington City","District of Columbia"
"493","The Washington times.","sn87062245",1901-06-30,1902-10-31,"Washington City","District of Columbia"
"494","The Washington union.","sn82006534",1857-04-16,1859-04-10,"Washington City","District of Columbia"
"495","The Washington weekly post.","sn87062234",1899-02-07,1900-12-25,"Washington City","District of Columbia"
"496","The Washingtonian.","sn82016312",1845-06-07,1845-09-27,"Washington City","District of Columbia"
"497","Weekly American.","sn82014016",1858-01-09,1858-06-12,"Washington City","District of Columbia"
"498","Weekly national intelligencer.","sn83045784",1843-07-01,1864-12-29,"Washington City","District of Columbia"
"499","The weekly news.","sn82016441",1909-08-07,1909-12-11,"Washington City","District of Columbia"
"500","The Whig standard.","sn82016317",1843-11-06,1844-11-16,"Washington City","District of Columbia"
"501","Bradford County telegraph.","sn95047406",1895-02-22,1910-12-09,"Starke","Florida"
